date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:42:01	30702/30702	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:40%20GMT	https://html.themerange.net/merit/merit/contact.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/contact.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:01	2980/2980	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:08:05%20GMT	https://html.themerange.net/merit/merit/assets/images/logo-small.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/logo-small.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:01	10204/10204	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:17:46%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/post-thumb-1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/post-thumb-1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:02	7772/7772	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:17:48%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/post-thumb-3.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/post-thumb-3.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:02	11266/11266	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:17:47%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/post-thumb-2.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/post-thumb-2.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:03	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Sep%202023%2018:12:22%20GMT	https://html.themerange.net/merit/merit/appointment.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/appointment.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:03	48333/48333	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:33%20GMT	https://html.themerange.net/merit/merit/about.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/about.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:04	1821/1821	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:14:52%20GMT	https://html.themerange.net/merit/merit/assets/images/icons/plus.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/icons/plus.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:05	145847/145847	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:12:11%20GMT	https://html.themerange.net/merit/merit/assets/images/background/pattern-1.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/background/pattern-1.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:05	141387/141387	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:15:40%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/about-1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/about-1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:06	39743/39743	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:12:32%20GMT	https://html.themerange.net/merit/merit/assets/images/background/pattern-2.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/background/pattern-2.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:07	86326/86326	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:15:42%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/about-2.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/about-2.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:07	98340/98340	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:13:09%20GMT	https://html.themerange.net/merit/merit/assets/images/background/pattern-4.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/background/pattern-4.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:07	36058/36058	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:04:00%20GMT	https://html.themerange.net/merit/merit/intensive-care.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/intensive-care.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:08	71723/71723	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:16:55%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/modern.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/modern.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:09	76943/76943	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:13:11%20GMT	https://html.themerange.net/merit/merit/assets/images/background/pattern-5.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/background/pattern-5.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:10	33196/33196	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:41%20GMT	https://html.themerange.net/merit/merit/department-detail.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/department-detail.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:11	180541/180541	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:12:52%20GMT	https://html.themerange.net/merit/merit/assets/images/background/pattern-3.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/background/pattern-3.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:11	67259/67259	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:16:02%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/department-1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/department-1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:12	43958/43958	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:16:13%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/department-2.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/department-2.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:13	58203/58203	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:16:16%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/department-4.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/department-4.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:13	55818/55818	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:16:15%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/department-3.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/department-3.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:13	553914/553914	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:11:50%20GMT	https://html.themerange.net/merit/merit/assets/images/background/1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/background/1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:14	66451/66451	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:45%20GMT	https://html.themerange.net/merit/merit/doctors.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/doctors.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:14	135991/135991	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:15:09%20GMT	https://html.themerange.net/merit/merit/assets/images/icons/team-icon.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/icons/team-icon.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:15	57801/57801	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:18:59%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/telescope.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/telescope.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:16	37547/37547	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:44%20GMT	https://html.themerange.net/merit/merit/doctor-detail.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/doctor-detail.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:17	74996/74996	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:18:41%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/team-2.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/team-2.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:17	68663/68663	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:18:28%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/team-1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/team-1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:18	76968/76968	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:18:42%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/team-3.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/team-3.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:18	71791/71791	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:18:44%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/team-4.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/team-4.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:18	20894/20894	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:15:52%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/author-2.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/author-2.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:18	23125/23125	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:15:50%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/author-1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/author-1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:19	24532/24532	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:15:53%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/author-3.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/author-3.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:19	436160/436160	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:15:22%20GMT	https://html.themerange.net/merit/merit/assets/images/main-slider/image-1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/main-slider/image-1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:19	40645/40645	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:34%20GMT	https://html.themerange.net/merit/merit/blog-detail.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/blog-detail.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:22	73651/73651	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:16:56%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/news-1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/news-1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:23	53539/53539	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:17:16%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/news-2.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/news-2.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:24	137667/137667	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:13:12%20GMT	https://html.themerange.net/merit/merit/assets/images/background/pattern-6.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/background/pattern-6.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:25	68825/68825	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:17:31%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/news-3.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/news-3.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:25	15892/15892	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:14:37%20GMT	https://html.themerange.net/merit/merit/assets/images/icons/envelope.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/icons/envelope.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:25	84703/84703	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:13:14%20GMT	https://html.themerange.net/merit/merit/assets/images/background/pattern-7.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/background/pattern-7.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:30	83391/83391	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:16:39%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/footer-vector-1.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/footer-vector-1.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:30	2985/2985	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:08:04%20GMT	https://html.themerange.net/merit/merit/assets/images/footer-logo.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/footer-logo.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:32	78626/78626	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2019:16:41%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/footer-vector-2.png	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/footer-vector-2.png	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:32	10585/10585	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:17:43%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/news-widget-1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/news-widget-1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:33	8336/8336	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:17:45%20GMT	https://html.themerange.net/merit/merit/assets/images/resource/news-widget-2.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/resource/news-widget-2.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:34	98336/98336	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:49%20GMT	https://html.themerange.net/merit/merit/index-2.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/index-2.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:35	59947/59947	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:51%20GMT	https://html.themerange.net/merit/merit/index-3.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/index-3.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:37	71241/71241	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:13:46%20GMT	https://html.themerange.net/merit/merit/assets/images/demos/2.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/demos/2.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:39	53826/53826	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:53%20GMT	https://html.themerange.net/merit/merit/index-4.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/index-4.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:40	93620/93620	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:13:48%20GMT	https://html.themerange.net/merit/merit/assets/images/demos/3.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/demos/3.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:41	74184/74184	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:13:49%20GMT	https://html.themerange.net/merit/merit/assets/images/demos/4.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/demos/4.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:43	93663/93663	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:13:44%20GMT	https://html.themerange.net/merit/merit/assets/images/demos/1.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/demos/1.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:44	52771/52771	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:55%20GMT	https://html.themerange.net/merit/merit/index-5.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/index-5.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:45	44991/44991	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:57%20GMT	https://html.themerange.net/merit/merit/index-6.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/index-6.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:45	64507/64507	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:13:51%20GMT	https://html.themerange.net/merit/merit/assets/images/demos/5.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/demos/5.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:45	65333/65333	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2019:03:59%20GMT	https://html.themerange.net/merit/merit/index-7.html	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/index-7.html	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:46	159/159	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2019:11:40%20GMT	https://html.themerange.net/merit/merit/assets/css/color-themes/green-color.css	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/css/color-themes/green-color.css	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:46	42456/42456	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:13:54%20GMT	https://html.themerange.net/merit/merit/assets/images/demos/7.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/demos/7.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:46	147/147	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2019:11:35%20GMT	https://html.themerange.net/merit/merit/assets/css/color-themes/blue-color.css	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/css/color-themes/blue-color.css	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:47	161/161	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2019:11:41%20GMT	https://html.themerange.net/merit/merit/assets/css/color-themes/orange-color.css	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/css/color-themes/orange-color.css	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:47	140/140	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2019:11:42%20GMT	https://html.themerange.net/merit/merit/assets/css/color-themes/purple-color.css	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/css/color-themes/purple-color.css	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:47	146/146	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2019:11:44%20GMT	https://html.themerange.net/merit/merit/assets/css/color-themes/teal-color.css	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/css/color-themes/teal-color.css	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:47	140/140	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2019:11:37%20GMT	https://html.themerange.net/merit/merit/assets/css/color-themes/brown-color.css	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/css/color-themes/brown-color.css	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:47	133/133	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2019:11:45%20GMT	https://html.themerange.net/merit/merit/assets/css/color-themes/yellow-color.css	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/css/color-themes/yellow-color.css	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:47	75576/75576	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2019:13:53%20GMT	https://html.themerange.net/merit/merit/assets/images/demos/6.jpg	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/images/demos/6.jpg	(from https://html.themerange.net/merit/merit/index-1.html)
23:42:48	97163/97163	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Mar%202023%2019:08:15%20GMT	https://html.themerange.net/merit/merit/assets/js/jquery.js	C:/Users/panka/OneDrive/Documents/Dr.%20Rahul%20sharma/html.themerange.net/merit/merit/assets/js/jquery.js	(from https://html.themerange.net/merit/merit/index-1.html)
